text_id,n_words_masked,n_words_orig,mask_ratio,n_vowels,oov_rate,schwa_v1_AH0,mean_word_length,mean_sentence_length,latinate_ratio,mean_syllables,fk_grade,register
PG10008,18713,37744,0.5042125900805425,27810,0.039865334259605624,0.18633585041352033,5.855074012718431,20.0,0.04878961150002672,1.7321648052156255,12.649544701544382,science
PG10023,16551,35126,0.5288105676706714,24140,0.035707812216784485,0.1844656172328086,5.806416530723219,20.0,0.05190018729986103,1.6946408072019818,12.206761524983389,essays
PG10030,18015,37864,0.5242182548066765,28589,0.014487926727726894,0.19937738290951065,5.929336663891202,20.0,0.05223424923674715,1.7746877601998334,13.151315570358037,biography
PG10031,19177,37524,0.48894041146999256,28428,0.060541273400427593,0.1980090052061348,5.7892788235907595,20.0,0.05470094383897377,1.7659696511446004,13.048441883506285,poetry
PG10039,19525,42154,0.536817383878161,24213,0.07032010243277849,0.15371907652913724,5.091728553137004,20.0,0.03769526248399488,1.50842509603073,10.009416133162617,drama
PG10052,14809,35310,0.5806003964882469,22122,0.015260989938550882,0.18203598228008316,5.720305219798771,20.0,0.05618205145519616,1.67479235599973,11.972549800796816,fiction
PG10089,8364,15388,0.45645957889264366,10313,0.07771401243424199,0.1231455444584505,5.332735533237686,20.0,0.024509803921568627,1.4772835963653754,9.641946437111432,poetry
PG10112,15917,31664,0.4973155634158666,31393,0.02808318150405227,0.2960851145159749,6.855437582459006,20.0,0.14619589118552492,2.2237230633913425,18.44993214801784,philosophy
PG10116,17294,39546,0.5626864916805745,24659,0.02630970278709379,0.17892047528285818,5.4958367063721525,20.0,0.06482016884468601,1.6331675725685209,11.481377356308549,religion
PG10120,18093,37505,0.517584322090388,26306,0.07074559221798486,0.19364403558123622,5.924998618250152,20.0,0.050240424473553306,1.7746089647930139,13.150385784557567,travel
PG10125,17974,37361,0.5189100934129172,27971,0.05552464671191722,0.20885917557470238,6.109324579948815,20.0,0.06876599532658284,1.846611772560365,14.000018916212309,letters
PG10211,18719,38883,0.5185813851811846,26688,0.03750200331214274,0.16719124700239807,5.555585234253966,20.0,0.038036219883540785,1.6290934344783374,11.433302526844383,fiction
PG10214,15465,34792,0.5555012646585422,28666,0.07785321694148076,0.2817274820344659,6.966181700614291,20.0,0.12143549951503395,2.289492402198513,19.226010345942452,philosophy
PG10314,16796,30324,0.44611528822055135,23333,0.08496070492974518,0.1892169888141259,5.666944510597761,20.0,0.05781138366277685,1.6861752798285305,12.106868301976661,poetry
PG10326,6795,14965,0.5459405278984297,10467,0.034142752023546726,0.20359224228527753,5.798233995584989,20.0,0.07299484915378955,1.7698307579102281,13.094002943340694,religion
PG10350,16753,35427,0.5271120896491377,29303,0.05581089954038083,0.26611609732791863,6.6081298871843845,20.0,0.11126365427087685,2.095266519429356,16.9341449292664,essays
PG10360,19381,39208,0.5056876147724954,27027,0.04370259532531861,0.15121915121915122,5.497291161446777,20.0,0.04101955523450802,1.6073989990196584,11.177308188431972,fiction
PG10367,11868,20323,0.41603109777099834,15552,0.059740478597910346,0.15059156378600824,5.280080889787664,20.0,0.03774856757667678,1.5129760701044825,10.063117627232895,poetry
PG10378,16121,35623,0.5474552957359009,30273,0.03424105204391787,0.2691507283718165,6.80212145648533,20.0,0.12530240059549655,2.165932634451957,17.768005086533098,philosophy
PG10392,17176,38113,0.5493401201689712,27471,0.036329762459245456,0.2306068217392887,6.073998602701444,20.0,0.07632743362831858,1.8409408476944573,13.933102002794598,biography
PG1040,8889,21848,0.5931435371658733,12116,0.01946225672179098,0.15029712776493892,5.328270896613792,20.0,0.04781190235122061,1.5563055461806727,10.57440544493194,poetry
PG1041,9506,17489,0.45645834524558293,11475,0.06175047338523038,0.11389978213507625,5.129812749842205,20.0,0.040921523248474645,1.4186829370923628,8.950458657689882,poetry
PG10437,10702,20641,0.48151736834455694,18402,0.024387964866380115,0.2402456254754918,6.344701924873855,20.0,0.1104466454868249,1.964118856288544,15.386602504204824,religion
PG10441,18190,37509,0.5150497214001972,28471,0.030676195711929633,0.19068525868427522,6.007806487080813,20.0,0.0520065970313359,1.7930181418361737,13.36761407366685,fiction
PG10447,12160,24679,0.5072733903318611,18679,0.037664473684210525,0.1857165801167086,5.941036184210526,20.0,0.05411184210526316,1.7699013157894736,13.09483552631579,travel
PG10457,5986,11426,0.4761071241029231,7452,0.02923488138990979,0.1166129898013956,5.1809221516872705,20.0,0.0273972602739726,1.4490477781490143,9.308763782158369,poetry
PG1049,18185,38352,0.5258395911556112,27425,0.02282100632389332,0.1913947128532361,5.771350013747594,20.0,0.04190266703326918,1.7144899642562552,12.440981578223813,biography
PG10493,10269,21106,0.5134558893205723,13166,0.06076541045866199,0.14537444933920704,5.302074203914695,20.0,0.032135553607946246,1.5370532671146169,10.34722855195248,poetry
PG10508,18451,40555,0.5450376032548392,26028,0.020107311256842446,0.15018441678192715,5.381551135439814,20.0,0.03680017343233429,1.5832746192618286,10.892640507289578,drama
PG1051,17872,35185,0.4920562739803894,28689,0.0792300805729633,0.23259785980689462,6.445109668755595,20.0,0.08471351835273053,1.9984892569382273,15.792173231871086,philosophy
PG10590,17253,37322,0.537725738170516,28566,0.0411522633744856,0.21917664356227684,6.208195676114299,20.0,0.07998608937576074,1.9342143395351532,15.03372920651481,letters
PG10598,17732,36285,0.5113132148270636,27571,0.08814572524249943,0.2418845888796199,6.282145274080758,20.0,0.06964809384164222,1.9410106023009248,15.113925107150916,biography
PG10605,18150,39189,0.5368598331164358,26945,0.025785123966942148,0.17673037669326405,5.759724517906336,20.0,0.05509641873278237,1.691404958677686,12.168578512396696,biography
PG10618,1190,2562,0.53551912568306,1766,0.020168067226890758,0.2146092865232163,5.66218487394958,20.0,0.043697478991596636,1.6613445378151261,11.81386554621849,children
PG10623,18790,40408,0.5349930706790734,25935,0.018201170835550826,0.13641796799691536,5.27019691325173,20.0,0.035071846726982436,1.554497072911123,10.553065460351252,drama
PG10628,16533,36323,0.5448338518294193,22730,0.036835420068953004,0.1440387153541575,5.489747777172927,20.0,0.027823141595596686,1.5727333212363153,10.76825319058852,fiction
PG10641,17326,34187,0.4931991692748706,32924,0.03405286852129747,0.27344794071194267,6.801569894955558,20.0,0.11855015583516103,2.176440032321367,17.891992381392132,history
PG10643,18252,38120,0.521196222455404,26427,0.048980933596318214,0.18170810156279563,5.908667543282928,20.0,0.04443348674117905,1.7295090948937102,12.618207319745782,fiction
PG10644,17286,33879,0.4897724253962632,33933,0.01885919241004281,0.2806412636666372,6.864514636121717,20.0,0.11384935786185352,2.1923521925257434,18.079755871803773,history
PG10660,16676,35782,0.5339556201442066,28221,0.07118013912209163,0.255022855320506,6.612137203166227,20.0,0.09690573278963781,2.060446150155913,16.52326457183978,biography
PG10661,15317,39145,0.6087112019414995,23874,0.03760527518443559,0.22195694060484208,5.991186263628648,20.0,0.057321929881830644,1.8500359078148463,14.040423712215187,philosophy
PG10675,17213,39026,0.5589350689284067,26172,0.0336373671062569,0.1997936726272352,5.850578051472724,20.0,0.0672166385871144,1.7438563876140127,12.787505373845352,essays
PG1068,17215,35945,0.5210738628460148,29845,0.01887888469358118,0.23313787904171554,6.397037467325007,20.0,0.07336625036305547,1.9584664536741214,15.319904153354635,history
PG10708,17297,36506,0.5261874760313373,28249,0.05579002139099266,0.23604375376119507,6.302364571891079,20.0,0.08313580389662947,1.9659478522287102,15.408184656298783,essays
PG10714,16818,36981,0.5452259268272897,28050,0.03002735164704483,0.22641711229946523,6.225175407301701,20.0,0.0937685812819598,1.9294208586038768,14.977166131525749,philosophy
PG10731,12660,29448,0.5700896495517522,22435,0.03625592417061611,0.256385112547359,6.399052132701422,20.0,0.1165086887835703,2.024644549763033,16.100805687203795,philosophy
PG10747,16910,34432,0.5088870817843867,22170,0.09355410999408634,0.1548488949030221,5.801892371377883,20.0,0.03317563571850976,1.6890005913660555,12.140206978119458,drama
PG10750,6856,12730,0.46142969363707775,8439,0.033693115519253206,0.11980092428012798,5.1188739789965,20.0,0.021586931155192533,1.4062135355892649,8.803319719953329,poetry
PG10761,17987,36610,0.5086861513247747,29467,0.042475120920664924,0.2296467234533546,6.186745983210097,20.0,0.08834158003002168,1.9102685272696949,14.751168621782401,essays
PG10769,17644,35973,0.5095210296611348,28724,0.10269780095216505,0.21811029104581534,6.344139650872818,20.0,0.07588982090228973,2.075776467921106,16.70416232146906,travel
PG10803,17953,36038,0.5018314001886897,27745,0.0891772962736033,0.22685168498828617,6.167492898122877,20.0,0.059655767838244306,1.9388403052414638,15.088315601849274,travel
PG10813,10311,19327,0.46649764578051434,16954,0.05760837940064009,0.22301521764775276,6.346523130637183,20.0,0.07399864222674814,1.9341479972844535,15.032946367956555,travel
PG1083,17130,38823,0.5587667104551426,26626,0.03286631640396964,0.19995493127018704,5.9356684179801515,20.0,0.06398131932282546,1.7683012259194395,13.075954465849389,fiction
PG10842,17675,36504,0.5158064869603332,27784,0.03920792079207921,0.22498560322487762,6.186874115983027,20.0,0.06178217821782178,1.8403960396039605,13.926673267326734,biography
PG10846,17045,35813,0.5240555105687879,28766,0.07192725139337049,0.2585343808663005,6.434086242299795,20.0,0.08993839835728953,2.048225286007627,16.37905837489,religion
PG10850,15556,31633,0.5082350709701894,17744,0.10304705579840576,0.12432371505861137,5.006171252249936,20.0,0.028799177166366676,1.435073283620468,9.143864746721526,drama
PG10851,18955,37536,0.49501811594202894,27971,0.05972039039831179,0.19999284973722783,5.911949353732524,20.0,0.06431020838828805,1.7795832234238986,13.209082036402005,letters
PG10865,17065,36220,0.5288514632799558,30897,0.03439789041898623,0.24986244619218695,6.499794901845884,20.0,0.1141517726340463,2.0604160562554936,16.52290946381483,drama
PG1089,17856,38636,0.5378403561445284,26574,0.03119399641577061,0.18514337322194627,5.834341397849462,20.0,0.04933915770609319,1.708557347670251,12.370976702508962,fiction
PG10890,17190,35929,0.5215564029057307,27147,0.08435136707388016,0.22076104173573508,6.312507271669575,20.0,0.05514834205933682,1.9816172193135544,15.593083187899943,history
PG10913,7352,13680,0.46257309941520464,9000,0.04311751904243743,0.112,5.062023939064201,20.0,0.023939064200217627,1.4144450489662677,8.90045157780196,poetry
PG1092,8738,17546,0.50199475663969,14014,0.09670405127031358,0.24546881689738834,6.421721217669948,20.0,0.08972304875257496,2.0141908903639276,15.977452506294348,travel
PG10945,18034,36386,0.5043698125652724,27863,0.056393478984141064,0.21673904461113305,6.12293445713652,20.0,0.07086614173228346,1.8355883331484972,13.86994233115227,poetry
PG10957,17908,36969,0.5155941464470232,27886,0.07700469064105428,0.21602237681990963,6.124134465043556,20.0,0.0675117266026357,1.8945722582086217,14.565952646861739,biography
