text_id,n_words_masked,n_words_orig,mask_ratio,n_vowels,oov_rate,schwa_v1_AH0,mean_word_length,mean_sentence_length,latinate_ratio,mean_syllables,fk_grade,register
abc_rural_txt,19168,33148,0.4217449016531918,32113,0.03578881469115192,0.22146794133217076,6.180143989983305,23.019444444444446,0.07392529215358931,1.927326794657763,16.13003951029494,news
abc_science_txt,18083,31911,0.4333301996176867,32365,0.04706077531383067,0.24436891704001235,6.499032240225627,22.26866713189114,0.08715368025217055,2.084443952883924,17.691218825467846,news
gutenberg_austen-emma_txt,15840,35768,0.5571460523372846,25347,0.02904040404040404,0.21450270248944647,5.991224747474748,20.06057206954571,0.057323232323232325,1.8293560606060606,13.820024622274342,literary_fiction
gutenberg_austen-persuasion_txt,16196,35487,0.5436075182461183,26110,0.02982217831563349,0.21275373420145538,6.129846875771795,26.522421524663677,0.07038775006174364,1.8640405038281056,16.74942233979048,literary_fiction
gutenberg_austen-sense_txt,15615,35136,0.5555840163934427,26586,0.022862632084534103,0.21831038892650267,6.328081972462376,20.535359438924605,0.07774575728466218,1.9481268011527377,15.406686434782902,literary_fiction
gutenberg_bible-kjv_txt,17778,37077,0.5205113682336759,22307,0.0717741028237147,0.15125296991975612,5.082011474856564,26.00070126227209,0.01940600742490719,1.5250309371132862,12.545638550222893,literary_fiction
gutenberg_blake-poems_txt,3732,6781,0.44963869635746945,4604,0.03617363344051447,0.11924413553431798,5.077974276527331,19.101408450704227,0.02116827438370847,1.4158628081457663,8.56673043189469,literary_fiction
gutenberg_bryant-stories_txt,17395,37441,0.5354023663897867,22656,0.02224777234837597,0.1395215395480226,5.192526588100029,16.44312692138779,0.021960333429146307,1.481345214141995,8.30269302621678,literary_fiction
gutenberg_burgess-busterbrown_txt,7491,15784,0.5254054738976178,9717,0.021091977039113603,0.11238036430997221,5.199706314243759,15.768231768231768,0.010412494993992792,1.4704311840875717,7.910698361843739,literary_fiction
gutenberg_carroll-alice_txt,11780,25501,0.5380573310850555,16404,0.017062818336162987,0.16520360887588392,5.362478777589134,15.692923076923076,0.029711375212224108,1.5470288624787776,8.785180577249577,literary_fiction
gutenberg_chesterton-ball_txt,16874,35662,0.5268352868599631,25738,0.037157757496740544,0.194809231486518,5.897119829323219,16.59469520707306,0.059618347753940974,1.7579708427166054,11.625987074814436,literary_fiction
gutenberg_chesterton-brown_txt,16780,34993,0.5204755236761638,25443,0.03605482717520858,0.1955744212553551,5.91585220500596,18.92536506219578,0.05578069129916567,1.7588200238379024,12.544968655543606,literary_fiction
gutenberg_chesterton-thursday_txt,17155,35803,0.5208502080831215,26891,0.025357038764208684,0.19415417797776208,5.906965899154765,16.303734061930783,0.06977557563392597,1.7716700670358496,11.674163075176029,literary_fiction
gutenberg_edgeworth-parents_txt,16712,36578,0.5431133468204932,24035,0.024712781235040688,0.16642396505096735,5.588319770224988,21.478567234292424,0.04493776926759215,1.6328985160363811,12.054843710603347,literary_fiction
gutenberg_melville-moby_dick_txt,17255,35055,0.5077734987876195,24966,0.06119965227470298,0.18188736681887366,5.870935960591133,20.69362455726092,0.044682700666473486,1.728542451463344,12.87731450459922,literary_fiction
gutenberg_milton-paradise_txt,19187,33694,0.4305514334896421,25506,0.07082920727575963,0.17266525523406256,5.646218793975088,41.75216852540272,0.05910251732944181,1.6206285505811227,19.81676262176431,literary_fiction
gutenberg_whitman-leaves_txt,16629,34662,0.5202527263285442,23941,0.04979253112033195,0.17530596048619523,5.776775512658609,31.829201101928376,0.04377894040531601,1.7058151422214205,16.952007107964835,literary_fiction
inaugural_1789-Washington_txt,646,1428,0.5476190476190477,1402,0.020123839009287926,0.30028530670470754,7.396284829721362,62.08695652173913,0.15479876160990713,2.43343653250774,37.3384641270696,oratorical
inaugural_1797-Adams_txt,1060,2315,0.5421166306695464,2288,0.01981132075471698,0.32823426573426573,7.3,62.567567567567565,0.21037735849056605,2.417924528301887,37.34286078531362,oratorical
inaugural_1801-Jefferson_txt,812,1722,0.5284552845528455,1539,0.014778325123152709,0.28460038986354774,6.731527093596059,42.0,0.14901477832512317,2.12192118226601,25.828669950738917,oratorical
inaugural_1809-Madison_txt,518,1173,0.5583972719522592,1093,0.019305019305019305,0.28636779505946935,7.428571428571429,55.857142857142854,0.13706563706563707,2.353281853281853,33.96301158301158,oratorical
inaugural_1813-Madison_txt,544,1209,0.5500413564929694,1125,0.01838235294117647,0.29777777777777775,7.165441176470588,36.63636363636363,0.14154411764705882,2.318014705882353,26.050755347593583,oratorical
inaugural_1829-Jackson_txt,525,1128,0.5345744680851063,1115,0.02095238095238095,0.30852017937219733,7.445714285714286,45.12,0.2019047619047619,2.4076190476190478,30.416704761904764,oratorical
inaugural_1833-Jackson_txt,543,1175,0.5378723404255319,1155,0.011049723756906077,0.3047619047619048,7.257826887661142,40.51724137931034,0.15469613259668508,2.3720073664825048,28.201411062424594,oratorical
